datasheet_id|line|description|cost|
000000323|1|YOUR 1ST TO 2ND UNITS COST||
000000323|2|5 models|45|
000000323|3|10 models|75|
000000323|4|YOUR 3RD + UNIT COSTS||
000000323|5|5 models|50|
000000323|6|10 models|80|
000000324|1|YOUR UNIT COSTS||
000000324|2|5 models|90|
000000324|3|10 models|165|
000000324|4|15 models|240|
000000325|1|YOUR UNIT COSTS||
000000325|2|1 model|300|
000000326|1|YOUR UNIT COSTS||
000000326|2|5 models|120|
000000326|3|6 models|145|
000000358|1|YOUR UNIT COSTS||
000000358|2|1 model|180|
000000373|1|YOUR UNIT COSTS||
000000373|2|1 model|125|
000000374|1|YOUR UNIT COSTS||
000000374|2|1 model| 125|
000000375|1|YOUR UNIT COSTS||
000000375|2|1 model|95|
000000376|1|YOUR UNIT COSTS||
000000376|2|1 model|95|
000000377|1|YOUR UNIT COSTS||
000000377|2|1 model|90|
000000379|1|YOUR UNIT COSTS||
000000379|2|1 model|70|
000000380|1|YOUR UNIT COSTS||
000000380|2|1 model|100|
000000381|1|YOUR UNIT COSTS||
000000381|2|5 models| 115|
000000381|3|10 models| 230|
000000382|1|YOUR UNIT COSTS||
000000382|2|4 models|140|
000000382|3|5 models|175|
000000382|4|8 models|300|
000000382|5|10 models| 360|
000000382|6|WARGEAR OPTIONS||
000000382|7|per Psycannon|5|
000000383|1|YOUR 1ST TO 2ND UNITS COST||
000000383|2|5 models|130|
000000383|3|10 models|260|
000000383|4|YOUR 3RD + UNIT COSTS||
000000383|5|5 models|140|
000000383|6|10 models|270|
000000384|1|YOUR 1ST TO 2ND UNITS COST||
000000384|2|4 models|170|
000000384|3|5 models|215|
000000384|4|8 models|360|
000000384|5|10 models| 460|
000000384|6|YOUR 3RD + UNIT COSTS||
000000384|7|4 models| 210|
000000384|8|5 models| 255|
000000384|9|8 models| 400|
000000384|10|10 models| 500|
000000384|11|WARGEAR OPTIONS||
000000384|12|per Psycannon|5|
000000387|1|YOUR 1ST TO 2ND UNITS COST||
000000387|2|5 models|125|
000000387|3|10 models|250|
000000387|4|YOUR 3RD + UNIT COSTS||
000000387|5|5 models|135|
000000387|6|10 models|260|
000000388|1|YOUR 1ST TO 2ND UNITS COST||
000000388|2|5 models| 105|
000000388|3|10 models| 210|
000000388|4|YOUR 3RD + UNIT COSTS||
000000388|5|5 models| 115|
000000388|6|10 models| 220|
000000388|7|WARGEAR OPTIONS||
000000388|8|per Psycannon|5|
000000389|1|YOUR 1ST TO 2ND UNITS COST||
000000389|2|1 model|195|
000000389|3|YOUR 3RD + UNIT COSTS||
000000389|4|1 model|210|
000000389|5|WARGEAR OPTIONS||
000000389|6|per Heavy psycannon|15|
000000390|1|YOUR UNIT COSTS||
000000390|2|1 model|160|
000000391|1|YOUR 1ST TO 2ND UNITS COST||
000000391|2|1 model|220|
000000391|3|YOUR 3RD + UNIT COSTS||
000000391|4|1 model|240|
000000392|1|YOUR 1ST TO 2ND UNITS COST||
000000392|2|1 model|220|
000000392|3|YOUR 3RD + UNIT COSTS||
000000392|4|1 model|240|
000000393|1|YOUR 1ST TO 2ND UNITS COST||
000000393|2|1 model| 260|
000000393|3|YOUR 3RD + UNIT COSTS||
000000393|4|1 model| 280|
000000395|1|YOUR 1ST TO 3RD UNITS COST||
000000395|2|1 model| 75|
000000395|3|YOUR 4TH + UNIT COSTS||
000000395|4|1 model|85|
000000396|1|YOUR 1ST TO 3RD UNITS COST||
000000396|2|1 model| 70|
000000396|3|YOUR 4TH + UNIT COSTS||
000000396|4|1 model|80|
000000397|1|YOUR UNIT COSTS||
000000397|2|4 models|60|
000000398|1|YOUR 1ST UNIT COSTS||
000000398|2|1 model|280|
000000398|3|YOUR 2ND + UNIT COSTS||
000000398|4|1 model|300|
000000399|1|YOUR UNIT COSTS||
000000399|2|1 model|70|
000000400|1|YOUR 1ST TO 2ND UNITS COST||
000000400|2|1 model|130|
000000400|3|YOUR 3RD + UNIT COSTS||
000000400|4|1 model|140|
000000402|1|YOUR UNIT COSTS||
000000402|2|1 model|95|
000000404|1|YOUR UNIT COSTS||
000000404|2|1 model|50|
000000405|1|YOUR UNIT COSTS||
000000405|2|1 model|50|
000000406|1|YOUR UNIT COSTS||
000000406|2|1 model| 70|
000000407|1|YOUR UNIT COSTS||
000000407|2|1 model|100|
000000408|1|YOUR UNIT COSTS||
000000408|2|1 model|50|
000000409|1|YOUR UNIT COSTS||
000000409|2|3 models|65|
000000410|1|YOUR UNIT COSTS||
000000410|2|1 model|60|
000000411|1|YOUR UNIT COSTS||
000000411|2|10 models|70|
000000412|1|YOUR UNIT COSTS||
000000412|2|10 models|90|
000000413|1|YOUR UNIT COSTS||
000000413|2|10 models|65|
000000413|3|20 models|130|
000000414|1|YOUR UNIT COSTS||
000000414|2|1 model|45|
000000414|3|2 models|60|
000000414|4|3 models|90|
000000415|1|YOUR UNIT COSTS||
000000415|2|5 models|45|
000000415|3|10 models|65|
000000417|1|YOUR 1ST TO 2ND UNITS COST||
000000417|2|5 models|100|
000000417|3|YOUR 3RD + UNIT COSTS||
000000417|4|5 models|110|
000000418|1|YOUR UNIT COSTS||
000000418|2|3 models|200|
000000418|3|6 models|400|
000000420|1|YOUR 1ST TO 2ND UNITS COST||
000000420|2|1 model|150|
000000420|3|YOUR 3RD + UNIT COSTS||
000000420|4|1 model| 165|
000000420|5|WARGEAR OPTIONS||
000000420|6|per Cyclic Ion Raker| 15|
000000421|1|YOUR 1ST TO 2ND UNITS COST||
000000421|2|1 model| 190|
000000421|3|YOUR 3RD + UNIT COSTS||
000000421|4|1 model| 220|
000000421|5|WARGEAR OPTIONS||
000000421|6|per Ion accelerator| 25|
000000422|1|YOUR 1ST TO 2ND UNITS COST||
000000422|2|10 models| 85|
000000422|3|YOUR 3RD + UNIT COSTS||
000000422|4|10 models|100|
000000422|5|WARGEAR OPTIONS||
000000422|6|per Ion rifle|5|
000000423|1|YOUR 1ST TO 2ND UNITS COST||
000000423|2|1 model|65|
000000423|3|2 models|110|
000000423|4|3 models|165|
000000423|5|YOUR 3RD + UNIT COSTS||
000000423|6|1 model|75|
000000423|7|2 models|120|
000000423|8|3 models|175|
000000424|1|YOUR 1ST TO 3RD UNITS COST||
000000424|2|1 model| 75|
000000424|3|YOUR 4TH + UNIT COSTS||
000000424|4|1 model|85|
000000425|1|YOUR UNIT COSTS||
000000425|2|1 model|160|
000000426|1|YOUR UNIT COSTS||
000000426|2|1 model|150|
000000427|1|YOUR UNIT COSTS||
000000427|2|5 models|70|
000000427|3|10 models|115|
000000428|1|YOUR UNIT COSTS||
000000428|2|1 model|55|
000000430|1|YOUR UNIT COSTS||
000000430|2|1 model|140|
000000431|1|YOUR UNIT COSTS||
000000431|2|1 model|140|
000000432|1|YOUR 1ST TO 2ND UNITS COST||
000000432|2|1 model| 150|
000000432|3|YOUR 3RD + UNIT COSTS||
000000432|4|1 model| 160|
000000433|1|YOUR 1ST TO 2ND UNITS COST||
000000433|2|1 model|75|
000000433|3|2 models|150|
000000433|4|3 models| 255|
000000433|5|YOUR 3RD + UNIT COSTS||
000000433|6|1 model|95|
000000433|7|2 models|170|
000000433|8|3 models| 275|
000000433|9|WARGEAR OPTIONS||
000000433|10|per High-yield missile pods|5|
000000434|1|YOUR 1ST UNIT COSTS||
000000434|2|1 model| 375|
000000434|3|YOUR 2ND + UNIT COSTS||
000000434|4|1 model| 400|
000000435|1|YOUR UNIT COSTS||
000000435|2|1 model|85|
000000436|1|YOUR UNIT COSTS||
000000436|2|1 model|85|
000000436|3|+ <!-- -->1 Tidewall Defence Platform|20|
000000437|1|YOUR UNIT COSTS||
000000437|2|1 model|90|
000000439|1|YOUR UNIT COSTS||
000000439|2|1 model|80|
000000443|1|YOUR UNIT COSTS||
000000443|2|1 model|55|
000000443|3|2 models|110|
000000444|1|YOUR UNIT COSTS||
000000444|2|1 model|210|
000000445|1|YOUR UNIT COSTS||
000000445|2|1 model|200|
000000446|1|YOUR 1ST UNIT COSTS||
000000446|2|1 model|790|
000000446|3|YOUR 2ND + UNIT COSTS||
000000446|4|1 model|890|
000000447|1|YOUR UNIT COSTS||
000000447|2|2 models|80|
000000447|3|4 models|160|
000000448|1|YOUR UNIT COSTS||
000000448|2|1 model|60|
000000449|1|YOUR UNIT COSTS||
000000449|2|2 models|45|
000000452|1|YOUR UNIT COSTS||
000000452|2|2 models|160|
000000453|1|YOUR UNIT COSTS||
000000453|2|1 model|220|
000000454|1|YOUR 1ST UNIT COSTS||
000000454|2|1 model| 395|
000000454|3|YOUR 2ND + UNIT COSTS||
000000454|4|1 model| 445|
000000455|1|YOUR 1ST UNIT COSTS||
000000455|2|1 model|315|
000000455|3|YOUR 2ND + UNIT COSTS||
000000455|4|1 model|375|
000000456|1|YOUR UNIT COSTS||
000000456|2|1 model|275|
000000457|1|YOUR UNIT COSTS||
000000457|2|1 model|2100|
000000458|1|YOUR UNIT COSTS||
000000458|2|1 model|50|
000000459|1|YOUR UNIT COSTS||
000000459|2|1 model|50|
000000460|1|YOUR UNIT COSTS||
000000460|2|1 model|195|
000000461|1|YOUR UNIT COSTS||
000000461|2|1 model|210|
000000462|1|YOUR UNIT COSTS||
000000462|2|1 model|140|
000000463|1|YOUR UNIT COSTS||
000000463|2|1 model|80|
000000465|1|YOUR UNIT COSTS||
000000465|2|1 model|160|
000000467|1|YOUR 1ST TO 2ND UNITS COST||
000000467|2|5 models|75|
000000467|3|10 models|140|
000000467|4|YOUR 3RD + UNIT COSTS||
000000467|5|5 models|85|
000000467|6|10 models|150|
000000468|1|YOUR UNIT COSTS||
000000468|2|10 models|60|
000000468|3|20 models|110|
000000469|1|YOUR UNIT COSTS||
000000469|2|10 models|70|
000000469|3|20 models|120|
000000470|1|YOUR UNIT COSTS||
000000470|2|1 model|30|
000000470|3|2 models|40|
000000470|4|3 models|50|
000000471|1|YOUR UNIT COSTS||
000000471|2|3 models|80|
000000471|3|6 models| 170|
000000472|1|YOUR 1ST TO 2ND UNITS COST||
000000472|2|3 models|80|
000000472|3|6 models|160|
000000472|4|YOUR 3RD + UNIT COSTS||
000000472|5|3 models|90|
000000472|6|6 models|170|
000000473|1|YOUR UNIT COSTS||
000000473|2|1 model|60|
000000474|1|YOUR 1ST TO 2ND UNITS COST||
000000474|2|1 model| 180|
000000474|3|YOUR 3RD + UNIT COSTS||
000000474|4|1 model| 190|
000000475|1|YOUR UNIT COSTS||
000000475|2|3 models|90|
000000475|3|6 models| 190|
000000476|1|YOUR UNIT COSTS||
000000476|2|3 models|55|
000000476|3|6 models|110|
000000477|1|YOUR 1ST TO 2ND UNITS COST||
000000477|2|1 model| 40|
000000477|3|2 models| 70|
000000477|4|3 models| 100|
000000477|5|YOUR 3RD + UNIT COSTS||
000000477|6|1 model| 50|
000000477|7|2 models| 80|
000000477|8|3 models| 110|
000000478|1|YOUR 1ST TO 2ND UNITS COST||
000000478|2|1 model|125|
000000478|3|YOUR 3RD + UNIT COSTS||
000000478|4|1 model|135|
000000479|1|YOUR UNIT COSTS||
000000479|2|1 model|80|
000000482|1|YOUR 1ST TO 2ND UNITS COST||
000000482|2|5 models|125|
000000482|3|YOUR 3RD + UNIT COSTS||
000000482|4|5 models|135|
000000483|1|YOUR UNIT COSTS||
000000483|2|3 models|60|
000000484|1|YOUR UNIT COSTS||
000000484|2|10 models|80|
000000484|3|20 models|155|
000000485|1|YOUR UNIT COSTS||
000000485|2|1 model|185|
000000486|1|YOUR UNIT COSTS||
000000486|2|1 model|170|
000000487|1|YOUR UNIT COSTS||
000000487|2|1 model|30|
000000487|3|2 models|60|
000000488|1|YOUR UNIT COSTS||
000000488|2|3 models|55|
000000488|3|6 models|110|
000000489|1|YOUR 1ST TO 3RD UNITS COST||
000000489|2|1 model| 80|
000000489|3|YOUR 4TH + UNIT COSTS||
000000489|4|1 model|90|
000000490|1|YOUR UNIT COSTS||
000000490|2|1 model|90|
000000490|3|2 models|180|
000000491|1|YOUR UNIT COSTS||
000000491|2|1 model|60|
000000491|3|2 models|100|
000000491|4|3 models|140|
000000493|1|YOUR UNIT COSTS||
000000493|2|1 model|140|
000000494|1|YOUR UNIT COSTS||
000000494|2|1 model|135|
000000495|1|YOUR 1ST TO 2ND UNITS COST||
000000495|2|1 model| 135|
000000495|3|YOUR 3RD + UNIT COSTS||
000000495|4|1 model| 145|
000000496|1|YOUR 1ST TO 2ND UNITS COST||
000000496|2|1 model| 170|
000000496|3|YOUR 3RD + UNIT COSTS||
000000496|4|1 model| 180|
000000496|5|WARGEAR OPTIONS||
000000496|6|per Acid spray|10|
000000496|7|per Rupture cannon|20|
000000497|1|YOUR UNIT COSTS||
000000497|2|1 model| 120|
000000498|1|YOUR UNIT COSTS||
000000498|2|1 model|145|
000000499|1|YOUR UNIT COSTS||
000000499|2|1 model|75|
000000500|1|YOUR UNIT COSTS||
000000500|2|1 model|200|
000000503|1|YOUR UNIT COSTS||
000000503|2|1 model|340|
000000504|1|YOUR 1ST UNIT COSTS||
000000504|2|1 model|610|
000000504|3|YOUR 2ND + UNIT COSTS||
000000504|4|1 model|660|
000000505|1|YOUR 1ST UNIT COSTS||
000000505|2|1 model|810|
000000505|3|YOUR 2ND + UNIT COSTS||
000000505|4|1 model|910|
000000506|1|YOUR UNIT COSTS||
000000506|2|1 model|330|
000000507|1|YOUR UNIT COSTS||
000000507|2|1 model|80|
000000508|1|YOUR UNIT COSTS||
000000508|2|1 model|50|
000000509|1|YOUR UNIT COSTS||
000000509|2|1 model|70|
000000510|1|YOUR UNIT COSTS||
000000510|2|1 model|50|
000000511|1|YOUR UNIT COSTS||
000000511|2|5 models|70|
000000511|3|10 models|130|
000000512|1|YOUR UNIT COSTS||
000000512|2|10 models|70|
000000512|3|20 models| 135|
000000513|1|YOUR 1ST TO 2ND UNITS COST||
000000513|2|5 models|75|
000000513|3|10 models| 140|
000000513|4|YOUR 3RD + UNIT COSTS||
000000513|5|5 models|85|
000000513|6|10 models| 150|
000000514|1|YOUR 1ST TO 2ND UNITS COST||
000000514|2|5 models| 140|
000000514|3|10 models| 280|
000000514|4|YOUR 3RD + UNIT COSTS||
000000514|5|5 models| 150|
000000514|6|10 models| 290|
000000515|1|YOUR 1ST TO 2ND UNITS COST||
000000515|2|5 models| 75|
000000515|3|10 models|140|
000000515|4|YOUR 3RD + UNIT COSTS||
000000515|5|5 models| 85|
000000515|6|10 models|150|
000000516|1|YOUR 1ST TO 3RD UNITS COST||
000000516|2|1 model| 75|
000000516|3|YOUR 4TH + UNIT COSTS||
000000516|4|1 model|85|
000000521|1|YOUR 1ST TO 2ND UNITS COST||
000000521|2|1 model|120|
000000521|3|YOUR 3RD + UNIT COSTS||
000000521|4|1 model|130|
000000522|1|YOUR UNIT COSTS||
000000522|2|1 model|100|
000000523|1|YOUR UNIT COSTS||
000000523|2|1 model|90|
000000524|1|YOUR UNIT COSTS||
000000524|2|1 model|65|
000000527|1|YOUR UNIT COSTS||
000000527|2|1 model|85|
000000528|1|YOUR UNIT COSTS||
000000528|2|1 model|85|
000000530|1|YOUR UNIT COSTS||
000000530|2|1 model|90|
000000531|1|YOUR UNIT COSTS||
000000531|2|1 model|95|
000000532|1|YOUR UNIT COSTS||
000000532|2|1 model|65|
000000533|1|YOUR UNIT COSTS||
000000533|2|1 model|120|
000000534|1|YOUR UNIT COSTS||
000000534|2|10 models| 85|
000000534|3|20 models|190|
000000535|1|YOUR UNIT COSTS||
000000535|2|5 models|70|
000000535|3|10 models|140|
000000536|1|YOUR UNIT COSTS||
000000536|2|5 models|80|
000000536|3|10 models|160|
000000537|1|YOUR 1ST TO 2ND UNITS COST||
000000537|2|5 models|60|
000000537|3|10 models|120|
000000537|4|YOUR 3RD + UNIT COSTS||
000000537|5|5 models|70|
000000537|6|10 models|130|
000000538|1|YOUR UNIT COSTS||
000000538|2|5 models|55|
000000538|3|10 models|100|
000000539|1|YOUR UNIT COSTS||
000000539|2|5 models|80|
000000539|3|10 models|160|
000000540|1|YOUR 1ST TO 2ND UNITS COST||
000000540|2|1 model|110|
000000540|3|YOUR 3RD + UNIT COSTS||
000000540|4|1 model|120|
000000541|1|YOUR UNIT COSTS||
000000541|2|1 model|360|
000000542|1|YOUR UNIT COSTS||
000000542|2|1 model|330|
000000543|1|YOUR UNIT COSTS||
000000543|2|1 model|100|
000000544|1|YOUR UNIT COSTS||
000000544|2|1 model|125|
000000545|1|YOUR UNIT COSTS||
000000545|2|1 model|200|
000000546|1|YOUR 1ST UNIT COSTS||
000000546|2|3 models|95|
000000546|3|6 models|220|
000000546|4|YOUR 2ND + UNIT COSTS||
000000546|5|3 models|115|
000000546|6|6 models|240|
000000548|1|YOUR 1ST TO 2ND UNITS COST||
000000548|2|3 models|70|
000000548|3|6 models|140|
000000548|4|YOUR 3RD + UNIT COSTS||
000000548|5|3 models|80|
000000548|6|6 models|150|
000000551|1|YOUR UNIT COSTS||
000000551|2|1 model|65|
000000551|3|2 models|110|
000000552|1|YOUR 1ST UNIT COSTS||
000000552|2|1 model|420|
000000552|3|YOUR 2ND + UNIT COSTS||
000000552|4|1 model|440|
000000553|1|YOUR UNIT COSTS||
000000553|2|1 model|95|
000000554|1|YOUR 1ST TO 2ND UNITS COST||
000000554|2|1 model| 210|
000000554|3|YOUR 3RD + UNIT COSTS||
000000554|4|1 model| 230|
000000555|1|YOUR 1ST UNIT COSTS||
000000555|2|1 model|340|
000000555|3|YOUR 2ND + UNIT COSTS||
000000555|4|1 model|360|
000000556|1|YOUR 1ST UNIT COSTS||
000000556|2|1 model| 465|
000000556|3|YOUR 2ND + UNIT COSTS||
000000556|4|1 model| 485|
000000557|1|YOUR 1ST UNIT COSTS||
000000557|2|1 model|280|
000000557|3|YOUR 2ND + UNIT COSTS||
000000557|4|1 model|310|
000000558|1|YOUR UNIT COSTS||
000000558|2|1 model|130|
000000559|1|YOUR UNIT COSTS||
000000559|2|3 models|85|
000000559|3|6 models|170|
000000560|1|YOUR UNIT COSTS||
000000560|2|1 model|115|
000000561|1|YOUR UNIT COSTS||
000000561|2|1 model|140|
000000562|1|YOUR UNIT COSTS||
000000562|2|1 model|120|
000000564|1|YOUR UNIT COSTS||
000000564|2|1 model|130|
000000567|1|YOUR UNIT COSTS||
000000567|2|1 model|210|
000000568|1|YOUR UNIT COSTS||
000000568|2|1 model| 120|
000000570|1|YOUR UNIT COSTS||
000000570|2|1 model|70|
000000571|1|YOUR UNIT COSTS||
000000571|2|1 model|135|
000000572|1|YOUR UNIT COSTS||
000000572|2|1 model|105|
000000573|1|YOUR UNIT COSTS||
000000573|2|1 model|90|
000000574|1|YOUR UNIT COSTS||
000000574|2|1 model|130|
000000575|1|YOUR UNIT COSTS||
000000575|2|1 model|125|
000000576|1|YOUR UNIT COSTS||
000000576|2|1 model|100|
000000577|1|YOUR UNIT COSTS||
000000577|2|1 model| 75|
000000580|1|YOUR UNIT COSTS||
000000580|2|1 model|90|
000000581|1|YOUR UNIT COSTS||
000000581|2|1 model| 250|
000000582|1|YOUR UNIT COSTS||
000000582|2|1 model| 65|
000000583|1|YOUR UNIT COSTS||
000000583|2|1 model| 60|
000000584|1|YOUR UNIT COSTS||
000000584|2|2 models|55|
000000584|3|4 models|120|
000000585|1|YOUR UNIT COSTS||
000000585|2|1 model| 40|
000000587|1|YOUR UNIT COSTS||
000000587|2|1 model| 45|
000000587|3|2 models|90|
000000588|1|YOUR UNIT COSTS||
000000588|2|1 model| 50|
000000589|1|YOUR UNIT COSTS||
000000589|2|11 models|90|
000000590|1|YOUR UNIT COSTS||
000000590|2|11 models| 100|
000000591|1|YOUR UNIT COSTS||
000000591|2|3 models|80|
000000591|3|6 models| 170|
000000592|1|YOUR UNIT COSTS||
000000592|2|5 models|60|
000000592|3|10 models|110|
000000593|1|YOUR UNIT COSTS||
000000593|2|5 models| 70|
000000593|3|10 models| 140|
000000594|1|YOUR UNIT COSTS||
000000594|2|5 models|85|
000000594|3|10 models|165|
000000595|1|YOUR UNIT COSTS||
000000595|2|5 models|75|
000000595|3|10 models|145|
000000596|1|YOUR 1ST TO 2ND UNITS COST||
000000596|2|5 models|120|
000000596|3|10 models|240|
000000596|4|YOUR 3RD + UNIT COSTS||
000000596|5|5 models|130|
000000596|6|10 models|250|
000000597|1|YOUR UNIT COSTS||
000000597|2|5 models|145|
000000598|1|YOUR UNIT COSTS||
000000598|2|5 models|140|
000000599|1|YOUR 1ST TO 3RD UNITS COST||
000000599|2|1 model| 115|
000000599|3|YOUR 4TH + UNIT COSTS||
000000599|4|1 model|125|
000000600|1|YOUR 1ST TO 2ND UNITS COST||
000000600|2|5 models| 95|
000000600|3|10 models|190|
000000600|4|YOUR 3RD + UNIT COSTS||
000000600|5|5 models| 110|
000000600|6|10 models|205|
000000601|1|YOUR 1ST TO 2ND UNITS COST||
000000601|2|5 models| 105|
000000601|3|10 models|200|
000000601|4|YOUR 3RD + UNIT COSTS||
000000601|5|5 models| 125|
000000601|6|10 models| 220|
000000602|1|YOUR UNIT COSTS||
000000602|2|3 models| 100|
000000602|3|6 models| 200|
000000603|1|YOUR UNIT COSTS||
000000603|2|1 model|160|
000000605|1|YOUR UNIT COSTS||
000000605|2|1 model|75|
000000605|3|2 models|140|
000000606|1|YOUR UNIT COSTS||
000000606|2|1 model|155|
000000607|1|YOUR UNIT COSTS||
000000607|2|5 models| 95|
000000607|3|10 models| 200|
000000609|1|YOUR UNIT COSTS||
000000609|2|1 model|130|
000000610|1|YOUR UNIT COSTS||
000000610|2|1 model|150|
000000611|1|YOUR 1ST UNIT COSTS||
000000611|2|1 model|170|
000000611|3|YOUR 2ND + UNIT COSTS||
000000611|4|1 model|190|
000000612|1|YOUR UNIT COSTS||
000000612|2|1 model| 80|
000000612|3|2 models|160|
000000613|1|YOUR UNIT COSTS||
000000613|2|1 model|125|
000000614|1|YOUR 1ST UNIT COSTS||
000000614|2|1 model| 385|
000000614|3|YOUR 2ND + UNIT COSTS||
000000614|4|1 model| 405|
000000614|5|WARGEAR OPTIONS||
000000614|6|per Heavy wraithcannon|10|
000000615|1|YOUR UNIT COSTS||
000000615|2|1 model|30|
000000615|3|5 models|115|
000000615|4|10 models|230|
000000616|1|YOUR UNIT COSTS||
000000616|2|1 model|95|
000000617|1|YOUR UNIT COSTS||
000000617|2|1 model|160|
000000618|1|YOUR UNIT COSTS||
000000618|2|1 model|100|
000000619|1|YOUR UNIT COSTS||
000000619|2|1 model|145|
000000620|1|YOUR UNIT COSTS||
000000620|2|1 model|180|
000000621|1|YOUR UNIT COSTS||
000000621|2|1 model|410|
000000622|1|YOUR UNIT COSTS||
000000622|2|1 model|415|
000000623|1|YOUR UNIT COSTS||
000000623|2|1 model|150|
000000624|1|YOUR UNIT COSTS||
000000624|2|1 model|175|
000000625|1|YOUR UNIT COSTS||
000000625|2|1 model|430|
000000626|1|YOUR UNIT COSTS||
000000626|2|1 model|460|
000000627|1|YOUR UNIT COSTS||
000000627|2|1 model|490|
000000628|1|YOUR UNIT COSTS||
000000628|2|1 model|1100|
000000629|1|YOUR UNIT COSTS||
000000629|2|3 models|125|
000000629|3|4 models|150|
000000629|4|6 models|210|
000000629|5|7 models|245|
000000630|1|YOUR UNIT COSTS||
000000630|2|1 model|105|
000000631|1|YOUR UNIT COSTS||
000000631|2|1 model|2100|
000000632|1|YOUR UNIT COSTS||
000000632|2|5 models|125|
000000632|3|6 models|150|
000000632|4|10 models|250|
000000632|5|11 models|275|
000000634|1|YOUR UNIT COSTS||
000000634|2|1 model|80|
000000639|1|YOUR UNIT COSTS||
000000639|2|1 model|50|
000000640|1|YOUR UNIT COSTS||
000000640|2|1 model|80|
000000641|1|YOUR UNIT COSTS||
000000641|2|1 model|50|
